DE_NO,DATA_ELEMENT_NAME,SIZE,START POSITION,STOP POSITION,FILE NAME,FILE SEGMENT (with RECORD-ID),File Segment Number,File Segment Name
CIP163,OCCURRENCE-CODE-END-DATE-04,9(8),795,802,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP164,OCCURRENCE-CODE-END-DATE-05,9(8),803,810,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP165,OCCURRENCE-CODE-END-DATE-06,9(8),811,818,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP166,OCCURRENCE-CODE-END-DATE-07,9(8),819,826,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP167,OCCURRENCE-CODE-END-DATE-08,9(8),827,834,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP168,OCCURRENCE-CODE-END-DATE-09,9(8),835,842,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP169,OCCURRENCE-CODE-END-DATE-10,9(8),843,850,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP170,BIRTH-WEIGHT-GRAMS,S9(6)V999,851,859,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP171,PATIENT-CONTROL-NUM,X(20),860,879,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP172,ELIGIBLE-LAST-NAME,X(30),880,909,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP173,ELIGIBLE-FIRST-NAME,X(30),910,939,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP174,ELIGIBLE-MIDDLE-INIT,X(1),940,940,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP175,DATE-OF-BIRTH,9(8),941,948,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP176,HEALTH-HOME-PROV-IND,X(1),949,949,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP177,WAIVER-TYPE,X(2),950,951,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP178,WAIVER-ID,X(20),952,971,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP179,BILLING-PROV-NUM,X(30),972,1001,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP180,BILLING-PROV-NPI-NUM,X(10),1002,1011,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP181,BILLING-PROV-TAXONOMY,X(12),1012,1023,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP182,BILLING-PROV-TYPE,X(2),1024,1025,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP183,BILLING-PROV-SPECIALTY,X(2),1026,1027,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP184,ADMITTING-PROV-NPI-NUM,X(10),1028,1037,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP185,ADMITTING-PROV-NUM,X(30),1038,1067,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP186,ADMITTING-PROV-SPECIALTY,X(2),1068,1069,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP187,ADMITTING-PROV-TAXONOMY,X(12),1070,1081,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP188,ADMITTING-PROV-TYPE,X(2),1082,1083,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP189,REFERRING-PROV-NUM,X(30),1084,1113,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP190,REFERRING-PROV-NPI-NUM,X(10),1114,1123,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP194,DRG-OUTLIER-AMT,S9(11)V99,1124,1136,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP195,DRG-REL-WEIGHT,S9(3)V99999,1137,1144,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP196,MEDICARE-HIC-NUM,X(12),1145,1156,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP197,OUTLIER-CODE,X(2),1157,1158,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP198,OUTLIER-DAYS,S9(5),1159,1163,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP199,PATIENT-STATUS,X(2),1164,1165,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP202,REMITTANCE-NUM,X(30),1166,1195,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP203,SPLIT-CLAIM-IND,X(1),1196,1196,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP204,BORDER-STATE-IND,X(1),1197,1197,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP206,TOT-BENEFICIARY-COINSURANCE-PAID-AMOUNT,S9(11)V99,1198,1210,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP207,BENEFICIARY-COINSURANCE-DATE-PAID,9(8),1211,1218,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP208,TOT-BENEFICIARY-COPAYMENT-PAID-AMOUNT,S9(11)V99,1219,1231,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP209,BENEFICIARY-COPAYMENT-DATE-PAID,9(8),1232,1239,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP210,TOT-BENEFICIARY-DEDUCTIBLE-PAID-AMOUNT,S9(11)V99,1240,1252,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP211,BENEFICIARY-DEDUCTIBLE-DATE-PAID,9(8),1253,1260,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP212,CLAIM-DENIED-INDICATOR,X(1),1261,1261,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP213,COPAY-WAIVED-IND,X(1),1262,1262,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP214,HEALTH-HOME-ENTITY-NAME,X(50),1263,1312,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP216,THIRD-PARTY-COINSURANCE-AMOUNT-PAID,S9(11)V99,1313,1325,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP217,THIRD-PARTY-COINSURANCE-DATE-PAID,9(8),1326,1333,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP218,THIRD-PARTY-COPAYMENT-AMOUNT-PAID,S9(11)V99,1334,1346,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP219,THIRD-PARTY-COPAYMENT-DATE-PAID,9(8),1347,1354,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP220,MEDICAID-AMOUNT-PAID-DSH,S9(11)V99,1355,1367,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP221,HEALTH-HOME-PROVIDER-NPI,X(10),1368,1377,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP222,MEDICARE-BENEFICIARY-IDENTIFIER,X(12),1378,1389,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP223,OPERATING-PROV-TAXONOMY,X(12),1390,1401,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP228,MEDICARE-PAID-AMT,S9(11)V99,1402,1414,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP229,STATE-NOTATION,X(500),1415,1914,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP289,PROV-LOCATION-ID,X(5),1915,1919,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP290,BEGINNING-DATE-OF-SERVICE,9(8),1920,1927,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP291,ENDING-DATE-OF-SERVICE,9(8),1928,1935,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP292,TOT-BENEFICIARY-COPAYMENT-LIABLE-AMOUNT ,S9(11)V99,1936,1948,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP293,TOT-BENEFICIARY-COINSURANCE-LIABLE-AMOUNT ,S9(11)V99,1949,1961,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP294,TOT-BENEFICIARY-DEDUCTIBLE-LIABLE-AMOUNT,S9(11)V99,1962,1974,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP295,COMBINED-BENE-COST-SHARING-PAID-AMOUNT ,S9(11)V99,1975,1987,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP230,FILLER,X(113),1988,2100,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002,CIP00002,CLAIM-HEADER-RECORD-IP
CIP231,RECORD-ID,X(8),1,8,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP232,SUBMITTING-STATE,X(2),9,10,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP233,RECORD-NUMBER,9(11),11,21,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP234,MSIS-IDENTIFICATION-NUM,X(20),22,41,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP235,ICN-ORIG,X(50),42,91,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP236,ICN-ADJ,X(50),92,141,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP237,LINE-NUM-ORIG,X(3),142,144,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP238,LINE-NUM-ADJ,X(3),145,147,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP239,LINE-ADJUSTMENT-IND,X(1),148,148,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP240,LINE-ADJUSTMENT-REASON-CODE,X(3),149,151,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP241,SUBMITTER-ID,X(12),152,163,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP242,CLAIM-LINE-STATUS,X(3),164,166,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP243,BEGINNING-DATE-OF-SERVICE,9(8),167,174,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP244,ENDING-DATE-OF-SERVICE,9(8),175,182,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP245,REVENUE-CODE,X(4),183,186,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP248,IMMUNIZATION-TYPE,X(2),187,188,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP249,REVENUE-CENTER-QUANTITY-ACTUAL,S9(6)V999,189,197,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP250,REVENUE-CENTER-QUANTITY-ALLOWED,S9(6)V999,198,206,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP251,REVENUE-CHARGE,S9(11)V99,207,219,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP252,ALLOWED-AMT,S9(11)V99,220,232,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP254,MEDICAID-PAID-AMT,S9(11)V99,233,245,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP255,MEDICAID-FFS-EQUIVALENT-AMT,S9(11)V99,246,258,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP256,BILLING-UNIT,X(2),259,260,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP257,TYPE-OF-SERVICE,X(3),261,263,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP260,SERVICING-PROV-NUM,X(30),264,293,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP261,SERVICING-PROV-NPI-NUM,X(10),294,303,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP263,SERVICING-PROV-TYPE,X(2),304,305,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP264,SERVICING-PROV-SPECIALTY,X(2),306,307,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP265,OPERATING-PROV-NPI-NUM,X(10),308,317,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP266,OTHER-TPL-COLLECTION,X(3),318,320,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP267,PROV-FACILITY-TYPE,X(9),321,329,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP268,BENEFIT-TYPE,X(3),330,332,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP269,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,X(2),333,334,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP270,XIX-MBESCBES-CATEGORY-OF-SERVICE,X(5),335,339,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP271,XXI-MBESCBES-CATEGORY-OF-SERVICE,X(3),340,342,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP272,OTHER-INSURANCE-AMT,S9(11)V99,343,355,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP273,STATE-NOTATION,X(500),356,855,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP279,HCPCS-RATE,X(14),856,869,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP284,NATIONAL-DRUG-CODE,X(12),870,881,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP285,NDC-UNIT-OF-MEASURE,X(2),882,883,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP278,NDC-QUANTITY,S9(8)V999,884,894,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP286,ADJUDICATION-DATE,9(8),895,902,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP287,SELF-DIRECTION-TYPE,X(3),903,905,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP288,PRE-AUTHORIZATION-NUM,X(18),906,923,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP296,IHS-SERVICE-IND,X(1),924,924,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CIP274,FILLER,X(1176),925,2100,CLAIMIP,CLAIM-LINE-RECORD-IP-CIP00003,CIP00003,CLAIM-LINE-RECORD-IP
CLT001,RECORD-ID,X(8),1,8,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT002,DATA-DICTIONARY-VERSION,X(10),9,18,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT003,SUBMISSION-TRANSACTION-TYPE,X(1),19,19,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT004,FILE-ENCODING-SPECIFICATION,X(3),20,22,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT005,DATA-MAPPING-DOCUMENT-VERSION,X(9),23,31,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT006,FILE-NAME,X(8),32,39,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT007,SUBMITTING-STATE,X(2),40,41,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT008,DATE-FILE-CREATED,9(8),42,49,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT009,START-OF-TIME-PERIOD,9(8),50,57,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT010,END-OF-TIME-PERIOD,9(8),58,65,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT011,FILE-STATUS-INDICATOR,X(1),66,66,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT012,SSN-INDICATOR,X(1),67,67,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT013,TOT-REC-CNT,9(11),68,78,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT227,SEQUENCE-NUMBER,X(4),79,82,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT014,STATE-NOTATION,X(500),83,582,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT015,FILLER,X(1318),583,1900,CLAIMLT,FILE-HEADER-RECORD-LT-CLT00001,CLT00001,FILE-HEADER-RECORD-LT
CLT016,RECORD-ID,X(8),1,8,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT017,SUBMITTING-STATE,X(2),9,10,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT018,RECORD-NUMBER,9(11),11,21,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT019,ICN-ORIG,X(50),22,71,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT020,ICN-ADJ,X(50),72,121,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT021,SUBMITTER-ID,X(12),122,133,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT022,MSIS-IDENTIFICATION-NUM,X(20),134,153,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT023,CROSSOVER-INDICATOR,X(1),154,154,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT024,1115A-DEMONSTRATION-IND,X(1),155,155,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT025,ADJUSTMENT-IND,X(1),156,156,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT026,ADJUSTMENT-REASON-CODE,X(3),157,159,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT027,ADMITTING-DIAGNOSIS-CODE,X(7),160,166,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT028,ADMITTING-DIAGNOSIS-CODE-FLAG,X(1),167,167,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT029,DIAGNOSIS-CODE-1,X(7),168,174,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT030,DIAGNOSIS-CODE-FLAG-1,X(1),175,175,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT031,DIAGNOSIS-POA-FLAG-1,X(1),176,176,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT032,DIAGNOSIS-CODE-2,X(7),177,183,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT033,DIAGNOSIS-CODE-FLAG-2,X(1),184,184,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT034,DIAGNOSIS-POA-FLAG-2,X(1),185,185,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT035,DIAGNOSIS-CODE-3,X(7),186,192,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT036,DIAGNOSIS-CODE-FLAG-3,X(1),193,193,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT037,DIAGNOSIS-POA-FLAG-3,X(1),194,194,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT038,DIAGNOSIS-CODE-4,X(7),195,201,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT039,DIAGNOSIS-CODE-FLAG-4,X(1),202,202,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT040,DIAGNOSIS-POA-FLAG-4,X(1),203,203,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT041,DIAGNOSIS-CODE-5,X(7),204,210,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT042,DIAGNOSIS-CODE-FLAG-5,X(1),211,211,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT043,DIAGNOSIS-POA-FLAG-5,X(1),212,212,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT044,ADMISSION-DATE,9(8),213,220,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT045,ADMISSION-HOUR,X(2),221,222,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT046,DISCHARGE-DATE,9(8),223,230,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
