DE_NO,DATA_ELEMENT_NAME,SIZE,START POSITION,STOP POSITION,FILE NAME,FILE SEGMENT (with RECORD-ID),File Segment Number,File Segment Name
CLT047,DISCHARGE-HOUR,X(2),231,232,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT048,BEGINNING-DATE-OF-SERVICE,9(8),233,240,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT049,ENDING-DATE-OF-SERVICE,9(8),241,248,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT050,ADJUDICATION-DATE,9(8),249,256,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT051,MEDICAID-PAID-DATE,9(8),257,264,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT052,TYPE-OF-CLAIM,X(1),265,265,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT053,TYPE-OF-BILL,X(4),266,269,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT054,CLAIM-STATUS,X(3),270,272,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT055,CLAIM-STATUS-CATEGORY,X(3),273,275,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT056,SOURCE-LOCATION,X(2),276,277,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT057,CHECK-NUM,X(15),278,292,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT058,CHECK-EFF-DATE,9(8),293,300,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT059,CLAIM-PYMT-REM-CODE-1,X(5),301,305,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT060,CLAIM-PYMT-REM-CODE-2,X(5),306,310,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT061,CLAIM-PYMT-REM-CODE-3,X(5),311,315,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT062,CLAIM-PYMT-REM-CODE-4,X(5),316,320,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT063,TOT-BILLED-AMT,S9(11)V99,321,333,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT064,TOT-ALLOWED-AMT,S9(11)V99,334,346,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT065,TOT-MEDICAID-PAID-AMT,S9(11)V99,347,359,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT067,TOT-MEDICARE-DEDUCTIBLE-AMT,S9(11)V99,360,372,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT068,TOT-MEDICARE-COINS-AMT,S9(11)V99,373,385,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT069,TOT-TPL-AMT,S9(11)V99,386,398,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT070,TOT-OTHER-INSURANCE-AMT,S9(11)V99,399,411,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT071,OTHER-INSURANCE-IND,X(1),412,412,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT072,OTHER-TPL-COLLECTION,X(3),413,415,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT073,SERVICE-TRACKING-TYPE,X(2),416,417,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT074,SERVICE-TRACKING-PAYMENT-AMT,S9(11)V99,418,430,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT075,FIXED-PAYMENT-IND,X(1),431,431,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT076,FUNDING-CODE,X(2),432,433,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT077,FUNDING-SOURCE-NONFEDERAL-SHARE,X(2),434,435,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT078,MEDICARE-COMB-DED-IND,X(1),436,436,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT079,PROGRAM-TYPE,X(2),437,438,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT080,PLAN-ID-NUMBER,X(12),439,450,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT082,PAYMENT-LEVEL-IND,X(1),451,451,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT083,MEDICARE-REIM-TYPE,X(2),452,453,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT084,NON-COV-DAYS,S9(5),454,458,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT085,NON-COV-CHARGES,S9(11)V99,459,471,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT086,MEDICAID-COV-INPATIENT-DAYS,S9(5),472,476,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT087,CLAIM-LINE-COUNT,9(4),477,480,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT090,FORCED-CLAIM-IND,X(1),481,481,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT091,HEALTH-CARE-ACQUIRED-CONDITION-IND,X(1),482,482,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT092,OCCURRENCE-CODE-01,X(2),483,484,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT093,OCCURRENCE-CODE-02,X(2),485,486,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT094,OCCURRENCE-CODE-03,X(2),487,488,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT095,OCCURRENCE-CODE-04,X(2),489,490,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT096,OCCURRENCE-CODE-05,X(2),491,492,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT097,OCCURRENCE-CODE-06,X(2),493,494,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT098,OCCURRENCE-CODE-07,X(2),495,496,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT099,OCCURRENCE-CODE-08,X(2),497,498,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT100,OCCURRENCE-CODE-09,X(2),499,500,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT101,OCCURRENCE-CODE-10,X(2),501,502,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT102,OCCURRENCE-CODE-EFF-DATE-01,9(8),503,510,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT103,OCCURRENCE-CODE-EFF-DATE-02,9(8),511,518,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT104,OCCURRENCE-CODE-EFF-DATE-03,9(8),519,526,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT105,OCCURRENCE-CODE-EFF-DATE-04,9(8),527,534,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT106,OCCURRENCE-CODE-EFF-DATE-05,9(8),535,542,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT107,OCCURRENCE-CODE-EFF-DATE-06,9(8),543,550,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT108,OCCURRENCE-CODE-EFF-DATE-07,9(8),551,558,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT109,OCCURRENCE-CODE-EFF-DATE-08,9(8),559,566,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT110,OCCURRENCE-CODE-EFF-DATE-09,9(8),567,574,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT111,OCCURRENCE-CODE-EFF-DATE-10,9(8),575,582,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT112,OCCURRENCE-CODE-END-DATE-01,9(8),583,590,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT113,OCCURRENCE-CODE-END-DATE-02,9(8),591,598,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT114,OCCURRENCE-CODE-END-DATE-03,9(8),599,606,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT115,OCCURRENCE-CODE-END-DATE-04,9(8),607,614,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT116,OCCURRENCE-CODE-END-DATE-05,9(8),615,622,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT117,OCCURRENCE-CODE-END-DATE-06,9(8),623,630,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT118,OCCURRENCE-CODE-END-DATE-07,9(8),631,638,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT119,OCCURRENCE-CODE-END-DATE-08,9(8),639,646,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT120,OCCURRENCE-CODE-END-DATE-09,9(8),647,654,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT121,OCCURRENCE-CODE-END-DATE-10,9(8),655,662,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT122,PATIENT-CONTROL-NUM,X(20),663,682,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT123,ELIGIBLE-LAST-NAME,X(30),683,712,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT124,ELIGIBLE-FIRST-NAME,X(30),713,742,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT125,ELIGIBLE-MIDDLE-INIT,X(1),743,743,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT126,DATE-OF-BIRTH,9(8),744,751,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT127,HEALTH-HOME-PROV-IND,X(1),752,752,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT128,WAIVER-TYPE,X(2),753,754,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT129,WAIVER-ID,X(20),755,774,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT130,BILLING-PROV-NUM,X(30),775,804,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT131,BILLING-PROV-NPI-NUM,X(10),805,814,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT132,BILLING-PROV-TAXONOMY,X(12),815,826,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT133,BILLING-PROV-TYPE,X(2),827,828,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT134,BILLING-PROV-SPECIALTY,X(2),829,830,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT135,REFERRING-PROV-NUM,X(30),831,860,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT136,REFERRING-PROV-NPI-NUM,X(10),861,870,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT140,MEDICARE-HIC-NUM,X(12),871,882,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT141,PATIENT-STATUS,X(2),883,884,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT144,REMITTANCE-NUM,X(30),885,914,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT145,LTC-RCP-LIAB-AMT,S9(11)V99,915,927,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT146,DAILY-RATE,S9(5)V99,928,934,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT147,ICF-IID-DAYS,S9(5),935,939,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT148,LEAVE-DAYS,S9(5),940,944,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT149,NURSING-FACILITY-DAYS,S9(5),945,949,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT150,SPLIT-CLAIM-IND,X(1),950,950,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT151,BORDER-STATE-IND,X(1),951,951,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT153,TOT-BENEFICIARY-COINSURANCE-PAID-AMOUNT,S9(11)V99,952,964,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT154,BENEFICIARY-COINSURANCE-DATE-PAID,9(8),965,972,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT155,TOT-BENEFICIARY-COPAYMENT-PAID-AMOUNT,S9(11)V99,973,985,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT156,BENEFICIARY-COPAYMENT-DATE-PAID,9(8),986,993,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT157,TOT-BENEFICIARY-DEDUCTIBLE-PAID-AMOUNT,S9(11)V99,994,1006,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT158,BENEFICIARY-DEDUCTIBLE-DATE-PAID,9(8),1007,1014,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT159,CLAIM-DENIED-INDICATOR,X(1),1015,1015,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT160,COPAY-WAIVED-IND,X(1),1016,1016,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT161,HEALTH-HOME-ENTITY-NAME,X(50),1017,1066,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT163,THIRD-PARTY-COINSURANCE-AMOUNT-PAID,S9(11)V99,1067,1079,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT164,THIRD-PARTY-COINSURANCE-DATE-PAID,9(8),1080,1087,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT165,THIRD-PARTY-COPAYMENT-AMOUNT-PAID,S9(11)V99,1088,1100,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT166,THIRD-PARTY-COPAYMENT-DATE-PAID,9(8),1101,1108,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT167,HEALTH-HOME-PROVIDER-NPI,X(12),1109,1120,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT168,MEDICARE-BENEFICIARY-IDENTIFIER,X(12),1121,1132,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT174,ADMITTING-PROV-NPI-NUM,X(10),1133,1142,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT175,ADMITTING-PROV-NUM,X(30),1143,1172,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT176,ADMITTING-PROV-SPECIALTY,X(2),1173,1174,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT177,ADMITTING-PROV-TAXONOMY,X(12),1175,1186,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT178,ADMITTING-PROV-TYPE,X(2),1187,1188,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT179,MEDICARE-PAID-AMT,S9(11)V99,1189,1201,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT173,STATE-NOTATION,X(500),1202,1701,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT237,PROV-LOCATION-ID,X(5),1702,1706,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT239,TOT-BENEFICIARY-COPAYMENT-LIABLE-AMOUNT,S9(11)V99,1707,1719,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT240,TOT-BENEFICIARY-COINSURANCE-LIABLE-AMOUNT,S9(11)V99,1720,1732,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT241,TOT-BENEFICIARY-DEDUCTIBLE-LIABLE-AMOUNT,S9(11)V99,1733,1745,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT242,COMBINED-BENE-COST-SHARING-PAID-AMOUNT,S9(11)V99,1746,1758,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT183,FILLER,X(142),1759,1900,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002,CLT00002,CLAIM-HEADER-RECORD-LT
CLT184,RECORD-ID,X(8),1,8,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT185,SUBMITTING-STATE,X(2),9,10,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT186,RECORD-NUMBER,9(11),11,21,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT187,MSIS-IDENTIFICATION-NUM,X(20),22,41,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT188,ICN-ORIG,X(50),42,91,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT189,ICN-ADJ,X(50),92,141,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT190,LINE-NUM-ORIG,X(3),142,144,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT191,LINE-NUM-ADJ,X(3),145,147,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT192,LINE-ADJUSTMENT-IND,X(1),148,148,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT193,LINE-ADJUSTMENT-REASON-CODE,X(3),149,151,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT194,SUBMITTER-ID,X(12),152,163,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT195,CLAIM-LINE-STATUS,X(3),164,166,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT196,BEGINNING-DATE-OF-SERVICE,9(8),167,174,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT197,ENDING-DATE-OF-SERVICE,9(8),175,182,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT198,REVENUE-CODE,X(4),183,186,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT201,IMMUNIZATION-TYPE,X(2),187,188,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT202,REVENUE-CENTER-QUANTITY-ACTUAL,S9(6)V999,189,197,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT203,REVENUE-CENTER-QUANTITY-ALLOWED,S9(6)V999,198,206,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT204,REVENUE-CHARGE,S9(11)V99,207,219,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT205,ALLOWED-AMT,S9(11)V99,220,232,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT206,TPL-AMT,S9(11)V99,233,245,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT207,OTHER-INSURANCE-AMT,S9(11)V99,246,258,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT208,MEDICAID-PAID-AMT,S9(11)V99,259,271,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT209,MEDICAID-FFS-EQUIVALENT-AMT,S9(11)V99,272,284,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT210,BILLING-UNIT,X(2),285,286,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT211,TYPE-OF-SERVICE,X(3),287,289,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT212,SERVICING-PROV-NUM,X(30),290,319,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT213,SERVICING-PROV-NPI-NUM,X(10),320,329,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT215,SERVICING-PROV-TYPE,X(2),330,331,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT216,SERVICING-PROV-SPECIALTY,X(2),332,333,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT217,OTHER-TPL-COLLECTION,X(3),334,336,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
