Table Name,Description
Combined HI HEDIS MY 2020,
HI HEDIS MY 2021 - CCS PLD,
HI HEDIS MY 2021 - QI PLD,
HI HEDIS MY 2022 - CCS PLD,
HI HEDIS MY 2022 - QI PLD,
HI HEDIS MY 2023 - CCS PLD,
HI HEDIS MY 2023 - QI PLD,
