LIBNAME,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT,TRANSCOD
OUT,QI_COMBINED_HEDIS_2024_PLD,,,EED_EP,1,8,112,,0,1,776,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,EED_Num,1,8,114,,0,1,792,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,ENPA_,1,8,111,,0,1,768,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA1_Denom,1,8,127,,0,1,896,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA1_Num,1,8,128,,0,1,904,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA2_Denom,1,8,129,,0,1,912,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA2_Num,1,8,130,,0,1,920,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA3_Denom,1,8,131,,0,1,928,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA3_Num,1,8,132,,0,1,936,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA4_Denom,1,8,133,,0,1,944,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA4_Num,1,8,134,,0,1,952,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA5_Denom,1,8,135,,0,1,960,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA5_Num,1,8,136,,0,1,968,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA6_Denom,1,8,137,,0,1,976,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUA6_Num,1,8,138,,0,1,984,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH1_Denom,1,8,139,,0,1,992,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH1_Num,1,8,140,,0,1,1000,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH2_Denom,1,8,141,,0,1,1008,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH2_Num,1,8,142,,0,1,1016,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH3_Denom,1,8,143,,0,1,1024,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH3_Num,1,8,144,,0,1,1032,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH4_Denom,1,8,145,,0,1,1040,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH4_Num,1,8,146,,0,1,1048,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH5_Denom,1,8,147,,0,1,1056,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH5_Num,1,8,148,,0,1,1064,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH6_Denom,1,8,149,,0,1,1072,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH6_Num,1,8,150,,0,1,1080,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH7_Denom,1,8,151,,0,1,1088,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH7_Num,1,8,152,,0,1,1096,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH8_Denom,1,8,153,,0,1,1104,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUH8_Num,1,8,154,,0,1,1112,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM1_Denom,1,8,115,,0,1,800,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM1_Num,1,8,116,,0,1,808,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM2_Denom,1,8,117,,0,1,816,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM2_Num,1,8,118,,0,1,824,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM3_Denom,1,8,119,,0,1,832,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM3_Num,1,8,120,,0,1,840,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM4_Denom,1,8,121,,0,1,848,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM4_Num,1,8,122,,0,1,856,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM5_Denom,1,8,123,,0,1,864,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM5_Num,1,8,124,,0,1,872,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM6_Denom,1,8,125,,0,1,880,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,FUM6_Num,1,8,126,,0,1,888,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,Fname,2,62,4,,0,0,2421,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,Gender,2,13,6,,0,0,2503,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HBD1_Denom,1,8,160,,0,1,1160,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HBD1_EP,1,8,159,,0,1,1152,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HBD1_Num,1,8,161,,0,1,1168,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HBD2_Denom,1,8,163,,0,1,1184,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HBD2_EP,1,8,162,,0,1,1176,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HBD2_Num,1,8,164,,0,1,1192,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HPCMI_AD_Denom,1,8,105,,0,1,720,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HPCMI_AD_EP,1,8,104,,0,1,712,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HPCMI_AD_Num,1,8,106,,0,1,728,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HVL_AD1_Denom,1,8,165,,0,1,1200,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HVL_AD1_Num,1,8,166,,0,1,1208,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,HVL_AD_Num,1,8,167,,0,1,1216,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IET1_Denom,1,8,175,,0,1,1280,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IET1_Num,1,8,176,,0,1,1288,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IET2_Denom,1,8,177,,0,1,1296,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IET2_Num,1,8,178,,0,1,1304,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IMA1_Num,1,8,170,,0,1,1240,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IMA2_Num,1,8,171,,0,1,1248,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IMA3_Num,1,8,172,,0,1,1256,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IMA4_Num,1,8,173,,0,1,1264,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IMA5_Num,1,8,174,,0,1,1272,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IMA_Denom,1,8,169,,0,1,1232,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IMA_EP,1,8,168,,0,1,1224,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU1_Denom,1,8,181,,0,1,1328,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU1_Num,1,8,180,,0,1,1320,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU2_Num,1,8,182,,0,1,1336,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU3_Denom,1,8,188,,0,1,1384,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU3_Num,1,8,187,,0,1,1376,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU4_Num,1,8,189,,0,1,1392,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU7_Denom,1,8,192,,0,1,1416,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU7_Num,1,8,191,,0,1,1408,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU8_Num,1,8,193,,0,1,1424,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU_MAT_Denom,1,8,179,,0,1,1312,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU_SURG_Denom,1,8,196,,0,1,1448,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPU_TOT_Denom,1,8,190,,0,1,1400,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPUmed1_Denom,1,8,194,,0,1,1432,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPUmed1_Num,1,8,183,,0,1,1344,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPUmed2_Denom,1,8,184,,0,1,1352,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPUmed2_Num,1,8,186,,0,1,1368,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPUmed3_Denom,1,8,195,,0,1,1440,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,IPUmed3_Num,1,8,185,,0,1,1360,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,Insur_month,2,14,13,,0,0,2719,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,Insur_type,2,13,14,,0,0,2733,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LSC_Denom,1,8,198,,0,1,1464,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LSC_EP,1,8,197,,0,1,1456,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LSC_Num,1,8,199,,0,1,1472,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CAU1_Num,1,8,208,,0,1,1544,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CAU_Denom,1,8,207,,0,1,1536,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CAU_EP,1,8,206,,0,1,1528,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CAU_Num,1,8,209,,0,1,1552,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CPU1_Denom,1,8,212,,0,1,1576,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CPU1_EP,1,8,210,,0,1,1560,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CPU1_Num,1,8,214,,0,1,1592,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CPU2_Denom,1,8,213,,0,1,1584,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CPU2_EP,1,8,211,,0,1,1568,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_CPU2_Num,1,8,215,,0,1,1600,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_RAC1_Denom,1,8,221,,0,1,1648,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_RAC1_EP,1,8,219,,0,1,1632,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_RAC1_Num,1,8,223,,0,1,1664,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_RAC2_Denom,1,8,222,,0,1,1656,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_RAC2_EP,1,8,220,,0,1,1640,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_RAC2_Num,1,8,224,,0,1,1672,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_SCP_Denom,1,8,226,,0,1,1688,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_SCP_EP,1,8,225,,0,1,1680,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,LTSS_SCP_Num,1,8,227,,0,1,1696,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,Lang_MQD,2,13,306,,0,0,2778,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,Language,2,62,8,,0,0,2578,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,Lname,2,62,3,,0,0,2359,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,MLTSS1_6_Denom,1,8,200,,0,1,1480,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,MLTSS1_6_Num,1,8,201,,0,1,1488,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,QI_COMBINED_HEDIS_2024_PLD,,,MLTSS2_6_Denom,1,8,202,,0,1,1496,492946,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
