LIBNAME,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT,TRANSCOD
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Dual_month,2,14,12,,0,0,633,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,ENPA_EP,1,8,29,,0,1,112,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUA1_Denom,1,8,34,,0,1,152,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUA1_Num,1,8,35,,0,1,160,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUA2_Denom,1,8,36,,0,1,168,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUA2_Num,1,8,37,,0,1,176,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUH1_Denom,1,8,38,,0,1,184,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUH1_Num,1,8,39,,0,1,192,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUH2_Denom,1,8,40,,0,1,200,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUH2_Num,1,8,41,,0,1,208,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUM1_Denom,1,8,30,,0,1,120,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUM1_Num,1,8,31,,0,1,128,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUM2_Denom,1,8,32,,0,1,136,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,FUM2_Num,1,8,33,,0,1,144,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Fname,2,62,4,,0,0,349,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Gender,2,13,6,,0,0,431,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,IET1_Denom,1,8,42,,0,1,216,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,IET1_Num,1,8,43,,0,1,224,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,IET2_Denom,1,8,44,,0,1,232,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,IET2_Num,1,8,45,,0,1,240,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Insur_month,2,14,13,,0,0,647,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Insur_type,2,13,14,,0,0,661,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Lang_MQD,2,13,47,,0,0,706,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Language,2,62,8,,0,0,506,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Lname,2,62,3,,0,0,287,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,MemID,2,22,2,,0,0,265,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Plan,2,20,48,,0,0,719,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Population,2,3,49,,0,0,739,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,Race_Ethnic,2,62,7,,0,0,444,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,RateCode,2,22,10,,0,0,589,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,SAA_Denom,1,8,15,,0,1,0,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,SAA_Num,1,8,16,,0,1,8,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,SubID,2,17,1,,0,0,248,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,ZIPCode,2,21,9,,0,0,568,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
OUT,CCS_COMBINED_HEDIS_2024_PLD,,,race_MQD,2,32,46,,0,0,674,5846,V9,7/18/2024,7/18/2024,0,NONE,DATA,0,---,---,BINARY,NO,,,,,NO,NO,NO,YES,0,,,YES
