Table Name,Description
bcarrier_claims,
bcarrier_demo_codes,
bcarrier_line,
bene_ssn_xwalk,
carrier_base_enc,
carrier_line_enc,
cf_excl_drugs,
cf_formulary,
cf_otc_drugs,
cf_pharm_char,
cf_plan_char,
cf_plan_crosswalk,
cf_premium,
cf_prscrbr_char,
cf_service_area,
cf_snp_contract_info,
cf_tier,
dme_base_enc,
dme_claims,
dme_demo_codes,
dme_line,
dme_line_enc,
edb_user_view,
hha_base_claims,
hha_base_enc,
hha_condition_codes,
hha_condition_codes_enc,
hha_demo_codes,
hha_occurrnce_codes,
hha_occurrnce_codes_enc,
hha_revenue_center,
hha_revenue_enc,
hha_span_codes,
hha_span_codes_enc,
hha_value_codes,
hha_value_codes_enc,
hospice_base_claims,
hospice_condition_codes,
hospice_demo_codes,
hospice_occurrnce_codes,
hospice_revenue_center,
hospice_span_codes,
hospice_value_codes,
inpatient_base_claims,
inpatient_condition_codes,
inpatient_demo_codes,
inpatient_occurrnce_codes,
inpatient_revenue_center,
inpatient_span_codes,
inpatient_value_codes,
ip_base_enc,
ip_condition_codes_enc,
ip_occurrnce_codes_enc,
ip_revenue_enc,
ip_span_codes_enc,
ip_value_codes_enc,
lis_reassign_chooser,
maxdata_hi_ip,
maxdata_hi_lt,
maxdata_hi_ot,
maxdata_hi_ps,
maxdata_hi_rx,
mbsf_abcd_summary,
mbsf_cc_summary,
mbsf_costuse,
mbsf_oth_cc_summary,
mes_chronic_conditions,
mmlead_beneficiary,
mmlead_condition,
mmlead_mdcd_srvc_extrnl,
mmlead_mdcr_srvc_extrnl,
op_base_enc,
op_condition_codes_enc,
op_occurrnce_codes_enc,
op_revenue_enc,
op_span_codes_enc,
op_value_codes_enc,
outpatient_base_claims,
outpatient_condition_codes,
outpatient_demo_codes,
outpatient_occurrnce_codes,
outpatient_revenue_center,
outpatient_span_codes,
outpatient_value_codes,
part_d_mtm,
pde_file,
pde_saf_file,
ptd_bene_plan_elctns,
rf_betos_codes,
rf_claim_value_codes,
rf_drg_codes,
rf_hcpcs_codes,
rf_icd_diagnosis_codes,
rf_icd_procedure_codes,
rf_provider_specialty_codes,
rf_related_condition_codes,
rf_revenue_center_ansi_codes,
rf_revenue_center_apc_codes,
rf_revenue_center_codes,
rf_state_county_zip_codes,
risk_score_base,
risk_score_esrd,
risk_score_rx,
risk_score_v12,
risk_score_v21,
risk_score_v22,
snf_base_claims,
snf_base_enc,
snf_condition_codes,
snf_condition_codes_enc,
snf_demo_codes,
snf_occurrnce_codes,
snf_occurrnce_codes_enc,
snf_revenue_center,
snf_revenue_enc,
snf_span_codes,
snf_span_codes_enc,
snf_value_codes,
snf_value_codes_enc,
taf_demog_elig_base,
taf_demog_elig_dates,
taf_demog_elig_disability,
taf_demog_elig_mngd_care,
taf_demog_elig_waiver,
taf_inpatient_header,
taf_inpatient_line,
taf_inpatient_occurrence,
taf_long_term_header,
taf_long_term_line,
taf_long_term_occurrence,
taf_other_services_header,
taf_other_services_line,
taf_other_services_occurrence,
taf_rx_header,
taf_rx_line,
