Source,Source File,Table Name,Column,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,Foreign Key Column,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Precision,Comment,Valid Values,Column Order,Lineage,GAP,Findings
Milliman,Actuarial Risk Scoring,2021 Data Layout File,a_15_24m ,,15<=age<25 male ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,a_25_44f ,,25<=age<45 female ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,a_25_44m ,,25<=age<45 male ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,a_45_64f ,,45<=age<65 female ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,a_45_64m ,,45<=age<65 male ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,a_5_14f ,,5<age<15 female ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,a_5_14m ,,5<age<15 male ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,a_65 ,,65<=age ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,a_under1 ,,age<=1 ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,Age ,,The age of the reciepent. ,int ,,,,,,,,Y,,,1,,,,Live Data Transmission,,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,AIDSH ,,"AIDS, high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CANH ,,"Cancer, high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CANL ,,"Cancer, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CANM ,,"Cancer, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CANVH ,,"Cancer, very high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CAREL ,,"Cardiovascular, extra low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CARL ,,"Cardiovascular, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CARM ,,"Cardiovascular, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CARVH ,,"Cardiovascular, very high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CCARM ,,Children's CARM ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CCARVH ,,Children's CARVH ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CDPS_Raw,,Raw CDPS score from the model ,int ,,,,,,,,Y,,,1,,,,Live Data Transmission,,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CERL ,,"Cerebrovascular, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CGIH ,,Children's GIH ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CHEMEH ,,Children's HEMEH ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CHIVM ,,Children's HIVM ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CINFM ,,Children's INFM ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CMETH ,,Children's METH ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CNSH ,,"Central Nervous System, high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CNSL ,,"Central Nervous System, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CNSM ,,"Central Nervous System, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CPULH ,,Children's PULH ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,CPULVH ,,Children's PULVH ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,DDL ,,"Developmental Disability, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,DDM ,,"Developmental Disability, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,DIA1H ,,"Diabetes, type 1 high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,DIA1M ,,"Diabetes, type 1 medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,DIA2L ,,"Diabetes, type 2 low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,DIA2M ,,"Diabetes, type 2 medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,Exposure ,,Count of months of membership during CY2017. ,int,,,,,,,,Y,,,2,,,,Live Data Transmission,,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,EYEL ,,"Eye, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,EYEVL ,,"Eye, very low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,GENEL ,,"Genital, extra low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,GIH ,,"Gastro, high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,GIL ,,"Gastro, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,GIM ,,"Gastro, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,HEMEH ,,"Hematological, extra high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,HEML ,,"Hematological, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,HEMM ,,"Hematological, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,HEMVH ,,"Hematological, very high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,HIVM ,,"HIV, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,Homeless ,,Indicates if the reciepent is homeless. ,int ,,,,,,,,Y,,,1 ,,,"1 indicdates a member flagged as homeless, and 0 otherwise","0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,INFH ,,"Infectious, high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,INFL ,,"Infectious, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,INFM ,,"Infectious, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,Island ,,The name of the island the receipant lives. ,Char,,,,,,,,Y,,,2,,,"01 - Oahu, 04 – Kauai, 05 – Hawaii, 07 – Maui, 08 – Molokai, 09 – Lanai  ","01, 04, 05, 07, 08, 09",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,Male,,The sex of the reciepent.,int,,,,,,,,Y,,,1,,,"1 indicates male, 0 indicates female. ","1, 0 ",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MemberID,,Unique Member Identifier ,Char,,,,,,,,Y,,,10,,,,Live Data Transmission,,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,METH ,,"Metabolic, high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,METM ,,"Metabolic, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,METVL ,,"Metabolic, very low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX1 ,,Anti-coagulants ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX10 ,,Inflammatory /Autoimmune ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX11 ,,Malignancies ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX12 ,,Multiple Sclerosis ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX13 ,,Parkinsons / Tremor ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX14 ,,Seizure disorders ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX15 ,,Tuberculosis ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX2 ,,Cardiac ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX3 ,,Depression/Psychosis/Bipolar ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX4 ,,Diabetes ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX5 ,,ESRD / Renal ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX6 ,,Hemophilia/von Willebrands ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX7 ,,Hepatitis ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX8 ,,HIV ,int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,MRX9 ,,"Infections, high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,Newborn ,Under age 1 is excluded from risk adjustment,Indicator for under age of 1 ,int ,,,,,,,,Y,,,1,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,Plan ,,Health Plan for the member.,int ,,,,,,,,Y,,,1,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PRGCMP ,,"Pregnancy, complete ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PRGINC ,,"Pregnancy, incomplete ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,Program ,,The Program the recipent is using. ,char ,,,,,,,,Y,,,#N/A ,,,"Expansion, Dual, .... ",Live Data Transmission,,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PSYH ,,"Psychiatric, high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PSYL ,,"Psychiatric, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PSYM ,,"Psychiatric, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PSYML ,,"Psychiatric, medium low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PULH ,,"Pulmonary, high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PULL ,,"Pulmonary, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PULM ,,"Pulmonary, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,PULVH ,,"Pulmonary, very high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,RENEH ,,"Renal, extra high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,RENL ,,"Renal, low ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,RENM ,,"Renal, medium ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
Milliman,Actuarial Risk Scoring,2021 Data Layout File,RENVH ,,"Renal, very high ",int ,,,,,,,,Y,,,1 ,,,,"0, 1",,,N,"HAP_UH - WIP Actuarial Risk Scores ICD v20230712.docx (sharepoint.com),  Milliman Data Dictionary and Mappings 20181116.xlsb "
