Source,Source File,Table Name,Column Name,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Percision,Comment,Valid Values,Logic,Column Order,Lineage,Gap,Findings,Linage Source System,Linage State Table Mapping,Lineage State Field Mapping ,HPMMIS RF screen,Medicare Field Name 837I Detail,837 I Claim Header Indicator,837 P Claim Detail Indicator,837 P Claim Header Indicator,Loop #,Element #,Element Description,837 I Claim Detail Indicator,837 I Claim Header Indicator,837 P Claim Detail Indicator,837 P Claim Header Indicator
HPMMIS,Encounters,T_EC_FACL_ADJU,OTH_PYR_PRI_ID,,Other Payer Provider ID,CHAR,,Y,,,,,,,,9,,,,Live Data Transmission,"Set OTH-PYR-IND = ""M""",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,Other Payer Primary Identifier,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CAS,OTH_PYR_PRI_ID,,Other Payer Provider ID,CHAR,,Y,,,,,,,,9,,,,Live Data Transmission,"When SBR09 = ""MC""",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,Other Payer Primary Identifier,Other Payer Primary Identifier   ,,,2330B,NM109,,,,,
HPMMIS,Encounters,T_EC_FACL_PYR,OTH_PYR_PRI_ID,,Other Payer Primary Identifier   ,CHAR,,Y,,,,,,,,9,,,,Live Data Transmission,"Set OTH-PYR-IND = ""H""",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,Other Payer Primary Identifier   ,,,,,,,,,
HPMMIS,Encounters,T_EC_MED_CAS,OTH_PYR_PRI_ID,,Other payer provider ID,VARCHAR,,,,,,,,,,12,,,"ALOHAC001, HMSAAA0006, ....",Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,Other Payer Primary Identifier,Other Payer Primary Identifier   ,,,,,,,
HPMMIS,Encounters,T_EC_MED_PYR,OTH_PYR_PRI_ID,,Other Payer Primary Identifier,CHAR,,Y,,,,,,,,9,,,,Live Data Transmission,"When NM101 = ""PR"" (Payer)
And NM108 = ""PI"" (Payer Identification)
Move NM109",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,Other Payer Primary Identifier   ,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_1_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,2,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_10_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,11,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_11_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,12,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_12_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,13,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_2_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,3,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_3_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,4,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_4_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,5,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_5_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,6,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_6_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,7,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_7_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,8,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_8_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,9,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_9_PTR,,Other diagnosis pointer at arrival,CHAR,,Y,, , , , ,,,2,,,,10,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_1,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_10,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_11,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_12,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_2,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_3,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_4,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_5,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_6,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,V441,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_7,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_8,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_DX_9,, Other Diagnosis Code ,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_1,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_10,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_11,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_12,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_2,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_3,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_4,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_5,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_6,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_7,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_8,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_POA_9,,Other diagnosis present at arrival,CHAR,,Y,, , , , ,,,1,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_PRSNC_DX_1,,Other Presence Diagnosis,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in 837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls; MQD business confirmed current definition while under review.
Per AHCCCS_Question issues log 8/3: Still waiting a confirmation for the defination. ",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_PRSNC_DX_2,,Other Presence Diagnosis,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in 837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls; MQD business confirmed current definition while under review.
Per AHCCCS_Question issues log 8/3: Still waiting a confirmation for the defination. ",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_PRSNC_DX_3,,Other Presence Diagnosis,CHAR,,Y,, , , , ,,,7,,,,Live Data Transmission,,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in 837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls; MQD business confirmed current definition while under review.
Per AHCCCS_Question issues log 8/3: Still waiting a confirmation for the defination. ",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_PRSNC_POA_1,,Other Presence Diagnosis Present on Arrival ,CHAR,,Y,, , , , ,,,1,,,,Is Blank,,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in 837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls; MQD business confirmed current definition while under review.
Per AHCCCS_Question issues log 8/3: Still waiting a confirmation for the defination. ",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_PRSNC_POA_2,,Other Presence Diagnosis Present on Arrival ,CHAR,,Y,, , , , ,,,1,,,,Is Blank,,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in 837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls; MQD business confirmed current definition while under review.
Per AHCCCS_Question issues log 8/3: Still waiting a confirmation for the defination. ",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DIAG,OTHER_PRSNC_POA_3,,Other Presence Diagnosis Present on Arrival ,CHAR,,Y,, , , , ,,,1,,,,Is Blank,,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in 837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls; MQD business confirmed current definition while under review.
Per AHCCCS_Question issues log 8/3: Still waiting a confirmation for the defination. ",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,C&E,T_CMS6421_RECON_DTL_STG,OTHR_INS,,Other Insurance,NUMBER,,,,,,,,,,9,,2,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PROVIDER,OTHR_PRV_ID,,Other Provider Indicator,VARCHAR,,Y,, , , , ,,,8,,,,Is Blank,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OUTLIER_IND,Outlier Indicator,Outlier Indicator,CHAR,,Y,,,,,,,,1,,,,Is Blank,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_DRG_PRICE_DTL,OUTLR_MRGNL_CST_PCT,,Outlier Marginal Cost Percentage ,NUMBER,,Y,, , , , ,,,22,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DRG_CTRL_TBL,OUTLR_MRGNL_CST_PCT,,Outlier Marginal Cost Percentage ,NUMBER,,Y,,,,,,,,22,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DRG_PRICE_DTL,OUTLR_MRGNL_CST_PCT,,Outlier Marginal Cost Percentage ,NUMBER,,Y,,,,,,,,22,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_OVRD_ERR,OVRD_RSN,,Override Reason ,CHAR,,Y,,,,,,,,4,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_OVRD_ERR,OVRD_RSN_DESC,,Override Reason Description,VARCHAR,,Y,,,,,,,,50,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PA_CASE,PA_CASE_NUM,,Prior Authorization Case Number,CHAR,,Y,, , , , ,,,9,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PA_ACTVTY,PA_NO,Prior Authorization Number,Prior Authorization Number,CHAR,,N,, , , , ,,,9,,,,Is Blank,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PA_ACTVTY_AUDIT_PWX,PA_NO,Prior Authorization Number,Prior Authorization Number,CHAR,,Y,, , , , ,,,11,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PA_EVENT,PA_NO,Prior Authorization Number,Prior Authorization Number,CHAR,,Y,, , , , ,,,9,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_PA_TRIP,PA_NO,Prior Authorization Number,Prior Authorization Number,VARCHAR,,Y,, , , , ,,,11,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
