Source,Source File,Table Name,Column,Column Alias (Common Name),for RT,Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,Foreign Key Column,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Precision,Comment,Valid Values,Column Order,Gaps,Findings,Linage Source System,Linage State Table Mapping,Lineage State Field Mapping 
HPMMIS,Provider ,T_PR_ADDR_ID,ADDR_MATCH_CODE,Geocoding Address Match Code,,Contains high-level information about non-valid address elements in an address. The code describes the validation issues that affect address records with a Match Code status in the range I1 through I4 indicate that an address is invalid.,VARCHAR ,,Y,,,NA,NA,,,,,10,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,ADDR_MATCH_DESC,Geocoding Address Match Description,,Text description of the Geocoding Address Match Code.,VARCHAR ,,Y,,,NA,NA,,,,,256,,,,Live Data Transfer,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,ADDR_TYP,Address Type,,This address type has 3 values,CHAR,,N,PK,FK,T_CDE_PROV_ADDR_TYPE,ADDR_TYP,,,,,1,,,,"S = Servicing Address, P = Pay To Address, or C = Correspondence Address.",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,ATTN,Attention to,,Contact name of person or department for the location.,CHAR,,Y,,,NA,NA,,,,,25,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,BUS_PHO,Business Phone Number,,Business Phone Number,CHAR,##########,Y,,,NA,NA,,,,,10,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,CITY,City/Town ,,The name of a city or a town. ,VARCHAR ,,Y,,,NA,NA,,,,,50,,,,Live Data Transmision,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,COUNTY,Geocoding Address County,,The County value as defined by the AddressDoctor application using the geocoded information.,CHAR,,Y,,FK,T_CDE_COUNTY,COUNTY_CD,,,,,2,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,CTRY,Country,,"Country Codes; 01 UNITED STATES OF AMERICA, 02   MEXICO, 03 Canada, 99 Other ",CHAR,,Y,,FK,T_CDE_COUNTRY,COUNTRY_CD,,,,,2,,,,"99, 01",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,CTY,County,,County,CHAR,,Y,,FK,T_CDE_COUNTY,COUNTY_CD,,,,,2,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,CURRENT_IND,Current Indicator,,Indicates information is current or not.,CHAR,,Y,,FK,NA,NA,,,,,1,,,,"Y, N",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,DAT_REC_ADDED,Record Added Date ,,The original date for when the address was added to the table.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,E_MAIL_ADDR,Email Address,,Provider or contact for the provider email address.,CHAR,XXX#@XXX.COM,Y,,,NA,NA,,,,,60,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,E_MAIL_IND,Email Indicator,,"Y = yes or N = no; file use or to receive notification of fee at registration, if applicable.",CHAR,,Y,,FK,NA,NA,,,,,1,,,,"Y, N",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,EFF_BEG_DAT,Effective Begin Date ,,The begin date for when the location is valid.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,EFF_END_DAT,Effective End Date ,,The date for when the location is no longer valid.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,EMG_PHO,Emergency Phone Number,,Emergency Phone Number,CHAR,##########,Y,,,NA,NA,,,,,10,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,EMPR_TAX_ID,Employer Tax Identification ,,EIN or SSN used when submitting claims.,CHAR,#################,Y,,,NA,NA,,,,,20,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,FAX_IND,Fax back verification,,Y = yes or N = no; not used for PRS purposes.,CHAR,,Y,,FK,NA,NA,,,,,1,,,,"Y, N",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,FAX_PHO,Fax Phone Number,,Fax Phone Number,CHAR,##########,Y,,,NA,NA,,,,,10,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,GEO_ADDR_CITY,Geocoding Address City,,Geocoding takes the Provider's fixed address and converts it to the proper USPS formatting to City.,VARCHAR ,,Y,,,NA,NA,,,,,50,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,GEO_ADDR_ST,Geocoding Address State,,Geocoding takes the Provider's fixed address and converts it to the proper USPS formatting to State,CHAR,,Y,,,NA,NA,,,,,2,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,GEO_ADDR_STR1,Geocoding Address Street 1,,Geocoding takes the Provider's fixed address and converts it to the proper USPS formatting to Address Street 1.,VARCHAR ,,Y,,,NA,NA,,,,,100,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,GEO_ADDR_STR2,Geocoding Address Street 2,,Geocoding takes the Provider's fixed address and converts it to the proper USPS formatting to additional address line if needed.,VARCHAR ,,Y,,,NA,NA,,,,,100,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,GEO_ADDR_ZIP_4,Geocoding Address Zip Code 4,,Geocoding takes the Provider's fixed address and converts it to the proper USPS formatting to4 digit zip code.,CHAR,,Y,,,NA,NA,,,,,4,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,GEO_ADDR_ZIP_5,Geocoding Address Zip Code 5,,Geocoding takes the Provider's fixed address and converts it to the proper USPS formatting to 5 digit zip code.,CHAR,,Y,,,NA,NA,,,,,5,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,GEOMATCH_CODE,Geocoding Match Code,,Contains high-level information about the accuracy and validity.,VARCHAR ,,Y,,,NA,NA,,,,,10,,,,"EGC0=No Geocorde available
EGC5=Geocorde with postal code level accuracy
EGC6=Geocode with locality level accuracy
EGC7=Geocode with street level accuracy
EGC8=Geocode wtih house number-level accuracy (interpolated approximation)
EGC9=Geo coordinates were calculated using arrival point geocoding wo intp",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,GEOMATCH_DESC,Geocoding Match Description,,Text description of the Geocoding Match Code.,VARCHAR ,,Y,,,NA,NA,,,,,256,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,GSA,Geocoding Address GSA,, Geographic Service Area. Note this is NOT a geocoded item.,CHAR,,Y,,,NA,NA,,,,,2,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,LAST_MOD_DAT,Last Modified Date ,,The date for when the address was last modified.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,LATTITUDE,Geocoding Address Latitude,,Geographical coordinates corresponding to Latitude of the fixed address.,NUMBER,,Y,,,NA,NA,,,,,22,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,LOC_CD,Location Code,,Identifies the location number of the address (S01=service location 1).,CHAR,,Y,PK,FK,T_PR_TAX_OWNER,"LOC_CD
-and-
PR_ID",,,,,2,,,,"Need descriptions.
01 through 20",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,LONGITUDE,Geocoding Address Longitude,,Geographical coordinates corresponding to Longitude of the fixed address.,NUMBER,,Y,,,NA,NA,,,,,22,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,MAILABILITY_SCORE,Geocoding Mailability Score,,Describe the validity of an address and the ability to accurately deliver mailed items.,VARCHAR ,,Y,,,NA,NA,,,,,10,,,,"0, 1, 2, 3, 4",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,METRO_RURAL,Geocoding Address Metro/Rural,,Identifies an address as either Metro or Rural. Note this is NOT a geocoded item.,CHAR,,Y,,,NA,NA,,,,,5,,,,"URBAN, RURAL, UNKNO, OOS",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,PAY_LOC_CD,Pay Location Code,,Identifies the location number of the TIN (P01=Pay to location 1).,CHAR,,Y,,FK,NA,NA,,,,,2,,,,"Need descriptions 
blank, 01 through 17, 21",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,PR_ID,Provider ID,,This is a 6 digit MQD Provider ID.,CHAR,######,Y,PK,FK,T_PR_DEM_ID,PR_ID,,,,,6,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,RESERVATION_IND,Geocoding Reservation Indicator,,Identifies an address as either On-Reservation or Off-Reservation. Note this is NOT a geocoded item.,CHAR,,Y,,,NA,NA,,,,,1,,,,"0, N, U",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,SEND_MAIL_IND,Send Mail Indicator,,Indicates if mail has been sent to the provider.,CHAR,,Y,,FK,NA,NA,,,,,1,,,,"Y, N ",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,SERVICE_CLASS,Service Class,,Service Class Code.,CHAR,,Y,,FK,NA,NA,,,,,2,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,ST,State,,State,CHAR,,Y,,FK,T_CDE_STATE,STATE_CD,,,,,2,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,STR_1,Street 1,,Address line 1,VARCHAR ,,Y,,,NA,NA,,,,,100,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,STR_2,Street 2,,Additional address line if needed.,VARCHAR ,,Y,,,NA,NA,,,,,100,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,SYS_BEG_DAT,System Begin Date ,,Date the screen was updated; system generated.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,SYS_END_DAT, System End Date ,,The date for when the ID is no longer valid /system generated.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,VENDOR_NUM,Vendor ID,,THE ID VERIFICATION NUMBER FOR THE VENDOR,CHAR,######,Y,,,NA,NA,,,,,10,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,ZIP4,Zip Code 4,,4 digit extension of the 5 digit zip code,CHAR,#####,Y,,,NA,NA,,,,,4,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID,ZIP5,Zip Code 5 ,,5 digit Zip Code,CHAR,#####,Y,,,NA,NA,,,,,5,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,ADDR_TYP,Address Type,,This address type has 3 values,CHAR,,Y,,FK,NA,NA,,,,,1,,,,"S = Servicing Address, P = Pay To Address, or C = Correspondence Address.",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,CURRENT_IND,Current Indicator ,,Indicates information is current or not. ,CHAR,,Y,,FK,NA,NA,,,,,1,,,,"Y, N",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,E_MAIL_ADDR,Email Address,,Email address,VARCHAR ,XXX#@XXX.COM,Y,,,NA,NA,,,,,60,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,E_MAIL_IND,Email Indicator,,"Y = yes or N = no; file use or to receive notification of fee at registration, if applicable.",CHAR,,Y,,FK,NA,NA,,,,,1,,,,"Y, N",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,FAX_IND,Fax Indicator,,"(From Rebeca: Indicates whether or not verifications should be faxed back to the provider.) From Provider team: 'Y', 'N'",CHAR,,Y,,FK,NA,NA,,,,,1,,,,"Y, N",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,FAX_PHO,Fax Phone Number,,Fax Phone Number,CHAR,##########,Y,,,NA,NA,,,,,10,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,FROM_DAT,From Date,,FIELD NOT IN PROVIDER TABLE,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,LOC_CD,Location Code,,Identifies the location number of the address (S01=service location 1).,CHAR,,Y,,FK,NA,NA,,,,,2,,,,(S01=service location 1).,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,MOD_DATE,Last Modified Date ,,The date for when the address was last modified.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,MOD_TIME,Last Modified Time,,Time record was last modified.,CHAR,########,Y,,,NA,NA,,,,,8,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,MOD_USER,Last Modified User,,System user name who last modified/changed screen.,CHAR,,Y,,FK,NA,NA,,,,,3,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,ODS_LOAD_DATE,ODS Load Date,,The date the record was loaded into the data warehouse.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,PR_ID,Provider ID ,,This is a 6 digit MQD Provider ID.,CHAR,######,Y,,FK,T_PR_DEM_ID,PR_ID,,,,,6,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,STA,Status Code,,"Indicates whether the record is in ""active"" or ""historical"" status",CHAR,,Y,,FK,NA,NA,,,,,1,,,,"A', 'H'  (Active record, history record)",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ADDR_ID_FAX,THRU_DAT,Through Date,,Through Date (FIELD NOT IN PROVIDER TABLE),DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,BEG_DAT,Begin Date ,,The begin date for when the alternate ID is valid.,DATE,MMMDDYYYY,N,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,CURRENT_IND,Current Indicator ,,Indicates information is current or not. ,CHAR,,Y,,FK,NA,NA,,,,,1,,,,"Y, N",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,END_DAT,End Date ,,The date for when the alternate ID is no longer valid.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,LAST_MOD_DAT,Last Modified Date ,,The date for when the alternate ID was last modified.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,PR_ALT_ID,Alternate ID ,,6-10 digit alpha numeric ID in addition to the provider ID.,CHAR,###############,N,,,NA,NA,,,,,15,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,PR_ALT_ID_TYP,ID Type ,,Specifies the type of Alt ID   ,CHAR,,N,,FK,T_CDE_PROV_ID_TYPE_ALT,PR_ALT_ID_TYP,,,,,2,,,,"MA = Medicare A, MB = Medicare B , NP = National Provider Identifier, PC = Program Contractor ID (SOC Online Access).",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,PR_ID,Provider ID ,,This is a 6 digit MQD Provider ID.,CHAR,######,Y,,FK,T_PR_DEM_ID,PR_ID,,,,,6,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,PR_STA,Alternate ID Status (in Cognos: Provider Status),,Indicates if alternate ID is Active or Inactive. ,CHAR,,N,,FK,NA,NA,,,,,1,,,,"A= Active, H= History, I=Inactive",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,REC_ADD_DAT,Record Added Date ,,The original date for when the alternate ID was added to the table.,DATE,MMMDDYYYY,Y,,,NA,NA,,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_ALT_ID,SRC,Alternate ID Source ,,Source ID assigned when alternate ID is received via data load. ,CHAR,,Y,,FK,T_CDE_PROV_ID_SRC_ALT,PR_ALT_ID_SRC,,,,,2,,,,"why are these AZ and not HI?  AP = Arizona Physicians (APIPA), BA = Batch Update, BW = Bridgeway, CV = Converted Value, C1 = Care 1st Arizona, DE = DES (CMPD), HC = Health Choice Arizona, HF = HCFA, MC = Mercy Care Plan, MH = Maricopa Health Plan, NP = NPI, OL = Online Entry, PC = PHP Community Connection, PH = Pima Health System, RX = Pharm Ben Mgr - RX America, Blank = Manual Entry  ",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,APP_FEE_CODE,,,Application Fee Code,VARCHAR ,,,,,,,Yes,,,,1,,,,"B, R, E, U",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,AUTH_NO,,,Authorized Number,VARCHAR ,,,,,,,Yes,,,,14,,,,N/A,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,CONFIRMATION_NO,,,Confirmation number,VARCHAR ,,,,,,,Yes,,,,14,,,,N/A,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,DATE_DUE,,,Date Due,date,MMMDDYYYY,,,,,,Yes,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,DATE_POSTED,,,Date Posted,date,MMMDDYYYY,,,,,,Yes,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,LAST_MOD_DAT,Last Modified Date,,Date the record was last modified. ,date,MMMDDYYYY,,,,,,Yes,,,,7,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,LAST_MOD_TIME,Last Modified Time,,The time the record was last modified. ,VARCHAR ,,,,,,,Yes,,,,8,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,LAST_MOD_USR,Last Modified User,,The user who last modified the record. ,VARCHAR ,,,,,,,Yes,,,,3,,,,SS180,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,md5_hash,,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",VARCHAR ,,,,,,,Yes,,,,32,,,,Live Data Transmission,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,PAYMENT_TYPE,,,Payment type,VARCHAR ,,,,,,,Yes,,,,4,,,,OSET,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,PR_ID,,,Provider ID,VARCHAR ,######,,,,,,Yes,,,,6,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,REC_ADDED_DAT,,,The date the record was added to the database,date,MMMDDYYYY,,,,,,Yes,,,,,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,REC_ADDED_TIME,,,The time the record was added to the database,VARCHAR ,######,,,,,,Yes,,,,8,,,,Live Data Transmission ,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,REC_ADDED_USR,,,The user who added the record to the database,VARCHAR ,,,,,,,Yes,,,,3,,,,SS182,,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
HPMMIS,Provider ,T_PR_APP_HIS,SEQ_NUM,,,Sequence Number,Number,,,,,,,Yes,,,,22,,0,,"1,2,3",,No,AHCCCS Provider Data Dictionary - Shell 2.14.22 as of 5.02.22 (2).xlsx ,,,
