Source,Source File             (Filter TMSIS v3.0 for most recent version),Table Name,Column Name,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,History,Is PII,History,Start Position,End Position,Max length,Symmetry Indicator,Precision,Comment (CMS-TMSIS Requirements),Logic ,Valid Values,Column Order,Gap,Findings,Linage Source System,Linage State Table Mapping,Lineage State Field Mapping ,Necessity,Digital File Code,File Segment,DE Number,Version ,Version Notes,Validation between mapping and TMSIS data guide,Validation II,Data Source Type,State Data Source Name,State Data Element Mapping,Logic from Mapping document,checker 1
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OCCURRENCE-CODE-END-DATE-03,Occurrence Code End Date 3,"The last date that the corresponding occurrence code or occurrence span code was applicable.  If occurrence date span is a single day, value must be equal to the value of the associated Occurrence Code Effective Date.",date,CCYYMMDD,,,,,,,,787,794,9(8),,,"1. Value must be 8 characters in the form ""CCYYMMDD""
2. The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)
3. Must have an associated Occurrence Code (CE)
4. Must be greater than or equal to Occurrence Code Effective Date
5. Conditional","If DW-COMADD-S.OCC-CD-3 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-3 is '0'
  ""9"" FILL

Note: There is no END-DATE in HPMMIS, so this field is being populated with the EFF-DATE when present.
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMADD-S,OCC-DAT-3 ,Conditional,CI,Claim Impatient,CIP162,V3,No Change,CIP162,TRUE,MMIS,DW-COMADD-S,OCC-DAT-3 ,"If DW-COMADD-S.OCC-CD-3 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-3 is '0'
  ""9"" FILL

Note: There is no END-DATE in PMMIS, so this field is being populated with the EFF-DATE when present.
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OCCURRENCE-CODE-END-DATE-04,Occurrence Code End Date 4,"The last date that the corresponding occurrence code or occurrence span code was applicable.  If occurrence date span is a single day, value must be equal to the value of the associated Occurrence Code Effective Date.",date,CCYYMMDD,,,,,,,,795,802,9(8),,,"1. Value must be 8 characters in the form ""CCYYMMDD""
2. The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)
3. Must have an associated Occurrence Code (CE)
4. Must be greater than or equal to Occurrence Code Effective Date
5. Conditional","If DW-COMADD-S.OCC-CD-4 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-4 is '0'
  ""9"" FILL

Note: There is no END-DATE in HPMMIS, so this field is being populated with the EFF-DATE when present.
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMADD-S,OCC-DAT-4 ,Conditional,CI,Claim Impatient,CIP163,V3,No Change,CIP163,TRUE,MMIS,DW-COMADD-S,OCC-DAT-4 ,"If DW-COMADD-S.OCC-CD-4 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-4 is '0'
  ""9"" FILL

Note: There is no END-DATE in PMMIS, so this field is being populated with the EFF-DATE when present.
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OCCURRENCE-CODE-END-DATE-05,Occurrence Code End Date 5,"The last date that the corresponding occurrence code or occurrence span code was applicable.  If occurrence date span is a single day, value must be equal to the value of the associated Occurrence Code Effective Date.",date,CCYYMMDD,,,,,,,,803,810,9(8),,,"1. Value must be 8 characters in the form ""CCYYMMDD""
2. The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)
3. Must have an associated Occurrence Code (CE)
4. Must be greater than or equal to Occurrence Code Effective Date
5. Conditional","If DW-COMADD-S.OCC-CD-5 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-5 is '0'
  ""9"" FILL

Note: There is no END-DATE in HPMMIS, so this field is being populated with the EFF-DATE when present.
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMADD-S,OCC-DAT-5 ,Conditional,CI,Claim Impatient,CIP164,V3,No Change,CIP164,TRUE,MMIS,DW-COMADD-S,OCC-DAT-5 ,"If DW-COMADD-S.OCC-CD-5 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-5 is '0'
  ""9"" FILL

Note: There is no END-DATE in PMMIS, so this field is being populated with the EFF-DATE when present.
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OCCURRENCE-CODE-END-DATE-06,Occurrence Code End Date 6,"The last date that the corresponding occurrence code or occurrence span code was applicable.  If occurrence date span is a single day, value must be equal to the value of the associated Occurrence Code Effective Date.",date,CCYYMMDD,,,,,,,,811,818,9(8),,,"1. Value must be 8 characters in the form ""CCYYMMDD""
2. The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)
3. Must have an associated Occurrence Code (CE)
4. Must be greater than or equal to Occurrence Code Effective Date
5. Conditional","If DW-COMADD-S.OCC-CD-6 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-6 is '0'
  ""9"" FILL

Note: There is no END-DATE in HPMMIS, so this field is being populated with the EFF-DATE when present.
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMADD-S,OCC-DAT-6 ,Conditional,CI,Claim Impatient,CIP165,V3,No Change,CIP165,TRUE,MMIS,DW-COMADD-S,OCC-DAT-6 ,"If DW-COMADD-S.OCC-CD-6 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-6 is '0'
  ""9"" FILL

Note: There is no END-DATE in PMMIS, so this field is being populated with the EFF-DATE when present.
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OCCURRENCE-CODE-END-DATE-07,Occurrence Code End Date 7,"The last date that the corresponding occurrence code or occurrence span code was applicable.  If occurrence date span is a single day, value must be equal to the value of the associated Occurrence Code Effective Date.",date,CCYYMMDD,,,,,,,,819,826,9(8),,,"1. Value must be 8 characters in the form ""CCYYMMDD""
2. The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)
3. Must have an associated Occurrence Code (CE)
4. Must be greater than or equal to Occurrence Code Effective Date
5. Conditional","If DW-COMADD-S.OCC-CD-7 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-7 is '0'
  ""9"" FILL

Note: There is no END-DATE in HPMMIS, so this field is being populated with the EFF-DATE when present.
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMADD-S,OCC-DAT-7 ,Conditional,CI,Claim Impatient,CIP166,V3,No Change,CIP166,TRUE,MMIS,DW-COMADD-S,OCC-DAT-7 ,"If DW-COMADD-S.OCC-CD-7 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-7 is '0'
  ""9"" FILL

Note: There is no END-DATE in PMMIS, so this field is being populated with the EFF-DATE when present.
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OCCURRENCE-CODE-END-DATE-08,Occurrence Code End Date 8,"The last date that the corresponding occurrence code or occurrence span code was applicable.  If occurrence date span is a single day, value must be equal to the value of the associated Occurrence Code Effective Date.",date,CCYYMMDD,,,,,,,,827,834,9(8),,,"1. Value must be 8 characters in the form ""CCYYMMDD""
2. The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)
3. Must have an associated Occurrence Code (CE)
4. Must be greater than or equal to Occurrence Code Effective Date
5. Conditional","If DW-COMADD-S.OCC-CD-8 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-8 is '0'
  ""9"" FILL

Note: There is no END-DATE in HPMMIS, so this field is being populated with the EFF-DATE when present.
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMADD-S,OCC-DAT-8 ,Conditional,CI,Claim Impatient,CIP167,V3,No Change,CIP167,TRUE,MMIS,DW-COMADD-S,OCC-DAT-8 ,"If DW-COMADD-S.OCC-CD-8 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-8 is '0'
  ""9"" FILL

Note: There is no END-DATE in PMMIS, so this field is being populated with the EFF-DATE when present.
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OCCURRENCE-CODE-END-DATE-09,Occurrence Code End Date 9,"The last date that the corresponding occurrence code or occurrence span code was applicable.  If occurrence date span is a single day, value must be equal to the value of the associated Occurrence Code Effective Date.",date,CCYYMMDD,,,,,,,,835,842,9(8),,,"1. Value must be 8 characters in the form ""CCYYMMDD""
2. The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)
3. Must have an associated Occurrence Code (CE)
4. Must be greater than or equal to Occurrence Code Effective Date
5. Conditional","If DW-COMADD-S.OCC-CD-9 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-9 is '0'
  ""9"" FILL

Note: There is no END-DATE in HPMMIS, so this field is being populated with the EFF-DATE when present.
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMADD-S,OCC-DAT-9 ,Conditional,CI,Claim Impatient,CIP168,V3,No Change,CIP168,TRUE,MMIS,DW-COMADD-S,OCC-DAT-9 ,"If DW-COMADD-S.OCC-CD-9 is LE $spaces 
  ""8"" FILL
If DW-COMADD-S.OCC-DAT-9 is '0'
  ""9"" FILL

Note: There is no END-DATE in PMMIS, so this field is being populated with the EFF-DATE when present.
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OPERATING-PROV-TAXONOMY,Operating Provider Taxonomy,"Taxonomic classification (code) for a given healthcare provider, as defined by the National Uniform Claim Committee.
",Varchar,,,,,,,,,1390,1401,X(12),,,"1. Value must be in Provider Taxonomy List (VVL)
2. Value must be 12 characters or less
3. Conditional
","""9"" FILL
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,,,Conditional,CI,Claim Impatient,CIP223,V3,No Change,CIP223,TRUE,MMIS,0,N/A,"""9"" FILL
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,ICN-ORIG,Original ICN,A unique number assigned by the state's payment system that identifies an original or adjustment claim.,Num,,,,,,,,,22,71,X(50),,,"1. Value must be 50 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Mandatory","SELECT FIRST ACTION 
WHEN HDR-CLAIM-REC.CHDR-ADJ-INDC = '0' :ORIGINAL   
  OR HDR-CLAIM-REC.CHDR-ADJ-INDC = '1' :VOID       
     SET HDR-CLAIM-REC.CHDR-ICN-ORIG = $STRING(W-PI.CRN-PREFIX, DW-COMMON-S.CLM-NO)      
WHEN HDR-CLAIM-REC.CHDR-ADJ-INDC = '4' :ADJUSTMENT 
     IF DW-COMMON-S.PRR-CLM-NO GT $SPACES          
        SET HDR-CLAIM-REC.CHDR-ICN-ORIG = $STRING(W-PI.CRN-PREFIX,DW-COMMON-S.PRR-CLM-NO)
     ELSE                                          
        SET HDR-CLAIM-REC.CHDR-ICN-ORIG = $STRING(W-PI.CRN-PREFIX,DW-COMMON-S.CLM-NO)    
     ENDIF                                         
ENDSELECT

** If encounters being used W-PI.CRN-PREFIX = 'E'
** If claims being used W-PI.CRN-PREFIX = 'C'",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMMON-S,"PRR-CRN
CLM-NO
",Mandatory,CI,Claim Impatient,CIP019,V3,No Change,CIP019,TRUE,MMIS,DW-COMMON-S,"PRR-CRN
CLM-NO
","SELECT FIRST ACTION 
WHEN HDR-CLAIM-REC.CHDR-ADJ-INDC = '0' :ORIGINAL   
  OR HDR-CLAIM-REC.CHDR-ADJ-INDC = '1' :VOID       
     SET HDR-CLAIM-REC.CHDR-ICN-ORIG = $STRING(W-PI.CRN-PREFIX, DW-COMMON-S.CLM-NO)      
WHEN HDR-CLAIM-REC.CHDR-ADJ-INDC = '4' :ADJUSTMENT 
     IF DW-COMMON-S.PRR-CLM-NO GT $SPACES          
        SET HDR-CLAIM-REC.CHDR-ICN-ORIG = $STRING(W-PI.CRN-PREFIX,DW-COMMON-S.PRR-CLM-NO)
     ELSE                                          
        SET HDR-CLAIM-REC.CHDR-ICN-ORIG = $STRING(W-PI.CRN-PREFIX,DW-COMMON-S.CLM-NO)    
     ENDIF                                         
ENDSELECT

** If encounters being used W-PI.CRN-PREFIX = 'E'
** If claims being used W-PI.CRN-PREFIX = 'C'",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OTHER-INSURANCE-IND,Other Insurance Indicator,The field denotes whether the insured party is covered under another insurance plan other than Medicare or Medicaid.,Num,#,,,,,,,,598,598,X(1),,,"1. Value must be 1 character
2. Value must be in [0, 1] or not populated
3. Value must be in Other Insurance Indicator List (VVL)
4. Value must be 1 character
5. Conditional","""0"" - NO (default)
""1"" - YES (If HDR-CLAIM-REC.CHDR-TOT-OTH-INS-AMT GT ZERO)
","0, 1 ",,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,,,Conditional,CI,Claim Impatient,CIP121,V3,No Change,CIP121,TRUE,MMIS,0,N/A,"""0"" - NO (default)
""1"" - YES (If HDR-CLAIM-REC.CHDR-TOT-OTH-INS-AMT GT ZERO)
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OTHER-TPL-COLLECTION,Other TPL Collection,"This data element indicates that the claim is for a beneficiary for whom other third party resource development and collection activities are in progress, when the liability is not another health insurance plan for which the eligible is a beneficiary.",Num,###,,,,,,,,599,601,X(3),,,"1. Value must be in Other TPL Collection List (VVL)
2. Value must be 3 characters
3. Mandatory","""000"" - Not Applicable
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,,,Mandatory,CI,Claim Impatient,CIP122,V3,No Change,CIP122,TRUE,MMIS,0,N/A,"""000"" - Not Applicable
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OUTLIER-CODE,Outlier Code,"This code indicates the Type of Outlier Code or DRG Source.  The field identifies two mutually exclusive conditions. The first, for PPS providers (codes 0, 1, and 2), classifies stays of exceptional cost or length (outliers). The second, for non-PPS providers (codes 6, 7, 8, and 9), 
denotes the source for developing the DRG.  https://www.resdac.org/cms-data/variables/medpar-drgoutlier-stay-code",Num,,,,,,,,,1157,1158,X(2),,,"1. Value must be in Outlier Code List (VVL)
2. Value must be 2 characters
3. Value is mandatory if either DRG Outlier Amount (CIP.002.194) or Outlier Days (CIP.002.198) are populated
4. Conditional","DRG is not currently used in Hawaii ""0"" FILL (default)  

This is code as used in Arizona

ENC:
 FOR FIRST EC-DRG-PRICE-DTL-R                     
     WHERE EC-DRG-PRICE-DTL-R.CRN EQ DW-COMMON-S.CRN

       IF HDR-CLAIM-REC.CHDR-DRG-OUTLIER-AMT GT 0
          SET HDR-CLAIM-REC.CHDR-OUTLIER-CODE = '02'
       ENDIF
 ENDFOR

CLM:
FOR FIRST CL-DRG-PRICE-DTL-R                          
    WHERE (CL-DRG-PRICE-DTL-R.CRN    EQ DW-COMMON-S.CRN 
       OR  CL-DRG-PRICE-DTL-R.CRN    EQ W.DRG-PRICE-CRN)
      AND  CL-DRG-PRICE-DTL-R.SEQ-NO EQ '01'            
                                                               
       IF HDR-CLAIM-REC.CHDR-DRG-OUTLIER-AMT GT 0
         SET HDR-CLAIM-REC.CHDR-OUTLIER-CODE = '02'  
       ENDIF
ENDFOR","00, 01, 02, 06, 07, 08, 09, 10",,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,"EC-DRG-PRICE-DTL-R
CL-DRG-PRICE-DTL-R","FINAL-DRG-OUTLR-PMT
FINAL-DRG-OUTLR-PMT",Conditional,CI,Claim Impatient,CIP197,V3,No Change,CIP197,TRUE,MMIS,"EC-DRG-PRICE-DTL-R
CL-DRG-PRICE-DTL-R","FINAL-DRG-OUTLR-PMT
FINAL-DRG-OUTLR-PMT","DRG is not currently used in Hawaii ""0"" FILL (default)  

This is code as used in Arizona

ENC:
 FOR FIRST EC-DRG-PRICE-DTL-R                     
     WHERE EC-DRG-PRICE-DTL-R.CRN EQ DW-COMMON-S.CRN

       IF HDR-CLAIM-REC.CHDR-DRG-OUTLIER-AMT GT 0
          SET HDR-CLAIM-REC.CHDR-OUTLIER-CODE = '02'
       ENDIF
 ENDFOR

CLM:
FOR FIRST CL-DRG-PRICE-DTL-R                          
    WHERE (CL-DRG-PRICE-DTL-R.CRN    EQ DW-COMMON-S.CRN 
       OR  CL-DRG-PRICE-DTL-R.CRN    EQ W.DRG-PRICE-CRN)
      AND  CL-DRG-PRICE-DTL-R.SEQ-NO EQ '01'            
                                                               
       IF HDR-CLAIM-REC.CHDR-DRG-OUTLIER-AMT GT 0
         SET HDR-CLAIM-REC.CHDR-OUTLIER-CODE = '02'  
       ENDIF
ENDFOR",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,OUTLIER-DAYS,Outlier Days,This field specifies the number of days paid as outliers under Prospective Payment System (PPS) and the days over the threshold for the DRG.,Num,,,,,,,,,1159,1163,S9(5),,,"1. Value must be numeric
2. The value may be up to 5 digits in length
3. Value must be populated, if Outlier Code (CIP.002.197) equals '01.'
4. Conditional","DRG is not currently used in Hawaii ""0"" FILL (default)  ",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,,,Conditional,CI,Claim Impatient,CIP198,V3,No Change,CIP198,TRUE,MMIS,0,N/A,"DRG is not currently used in Hawaii ""0"" FILL (default)  ",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,PATIENT-CONTROL-NUM,Patient Control Number,"A patient's unique number assigned by the provider agency during claim submission, which identifies the client or the client's episode of service within the provider's system to facilitate retrieval of 
individual financial and clinical records and posting of payment",Varchar,,,,,,,Y,,860,879,X(20),,,"1. Value must be 20 characters or less
2. Value must not contain a pipe or asterisk symbol
3. Conditional","$space fill (default)

ENC: EC-FACL-CLM-R.PAT-ACCT-NUM
CLM: CL-SERVICE-R.PAT-ACCT-NO

Note: The Patient Account Number is a pass-through field that is received from a Health Plan or Provider that we capture, but do not validate.  As a result, there will NOT be any Level-1 edit validation performed against this field.
 ",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,"EC-FACL-CLM-R
CL-SERVICE-R","PAT-ACCT-NUM
PAT-ACCT-NO",Conditional,CI,Claim Impatient,CIP171,V3,No Change,CIP171,TRUE,MMIS,"EC-FACL-CLM-R
CL-SERVICE-R","PAT-ACCT-NUM
PAT-ACCT-NO","$space fill (default)

ENC: EC-FACL-CLM-R.PAT-ACCT-NUM
CLM: CL-SERVICE-R.PAT-ACCT-NO

Note: The Patient Account Number is a pass-through field that is received from a Health Plan or Provider that we capture, but do not validate.  As a result, there will NOT be any Level-1 edit validation performed against this field.
 ",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,PATIENT-STATUS,Patient Status,A code indicating the patient's status as of the last day the claim covers. Values used are from UB-04. This is also referred to as patient discharge status.  A valid list of codes can be purchased at https://www.nubc.org/license,Num,##,,,,,,,,1164,1165,X(2),,,"1. Value must be in Patient Status List (VVL).
2. Value must be 2 characters
3. Mandatory
4. When value in [""20"", ""40"", ""41"", ""42""], then associated Discharge Date (CIP.002.096) must be less than or equal to Date of Death (ELG.002.025)","default to ""99"" if not present",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMMON-S,PAT-STA,Mandatory,CI,Claim Impatient,CIP199,V3,No Change,CIP199,TRUE,MMIS,DW-COMMON-S,PAT-STA,"default to ""99"" if not present",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,PAYMENT-LEVEL-IND,Payment Level Indicator,"The field denotes whether the payment amount was determined at the claim header or line/detail level.
For claims where payment is NOT determined at the individual line level (PAYMENT-LEVEL-IND = 1), the claim lines’ associated allowed (ALLOWED-AMT) and paid (MEDICAID-PAID-AMT) amounts are left blank and the total allowed (TOT-ALLOWED-AMT) and total paid (TOT-MEDICAID-PAID-AMT) amount is reported at the header level only.
For claims where payment/allowed amount is determined at the individual lines and when applicable, cost-sharing and/or coordination of benefits were deducted from one or more specific line-level payment/allowed amounts (PAYMENT-LEVEL-IND = 2), the allowed (ALLOWED-AMT) and paid (MEDICAID-PAID-AMT) amounts on the associated claim lines should sum to the total allowed (TOT-ALLOWED-AMT) and total paid (TOT-MEDICAID-PAID-AMT) amounts reported on the claim header.
For claims where payment/allowed amount is determined at the individual lines but then cost sharing or coordination of benefits was deducted from the total paid/allowed amount at the header only (PAYMENT-LEVEL-IND = 3), then the line-level paid amount (MEDICAID-PAID-AMT) would be blank and line-level allowed (ALLOWED-AMT) and header level total allowed (TOT-ALLOWED-AMT) and total paid (TOT-MEDICAID-PAID-AMT) amounts must all be populated but the line level allowed amounts are not expected to sum exactly to the header level total allowed.
For example, if a claim for an office visit and a procedure is assigned a separate line-level allowed amount for each line, but then at the header level a copay is deducted from the header-level total allowed and/or total paid amounts, then the sum of line-level allowed amounts may not be equal to the header-level total allowed amounts or correspond directly to the total paid amount. If the state cannot distinguish between the scenarios for value 1 and value 3, then value 1 can be used for all claims with only header-level total allowed/paid amounts.
",Num,,,,,,,,,637,637,X(1),,,"1. Value must be in Payment Level Indicator List (VVL)
2. Value must be 1 character
3. Mandatory
","""1"" - Header
","1, 2, 3",,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,,,Mandatory,CI,Claim Impatient,CIP132,V3,No Change,CIP132,TRUE,MMIS,0,N/A,"""1"" - Header
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,PLAN-ID-NUMBER,Plan ID Number,"A unique number assigned by the state which represents a distinct comprehensive managed care plan, prepaid health plan, primary care case management program, a program for all-inclusive care for the elderly entity, or other approved plans.
",Varchar,,,,,,,,,625,636,X(12),,,"1. Value must be 12 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Conditional
4. Value must match Managed Care Plan ID (ELG.014.192)
5. Value must match State Plan ID Number (MCR.002.019)
6. When Type of Claim (CIP.002.100) in (3, C, W, 2, B, V) value must have a managed care enrollment (ELG.014) for the beneficiary where the Admission Date (CIP.002.094) occurs between the managed care plan enrollment eff/end dates (ELG.014.197/198)
7. When Type of Claim (CIP.002.100) in (3, C, W, 2, B, V) value must have a managed care main record (MCR.002) for the plan where the Admission Date (CIP.002.094) occurs between the managed care contract eff/end dates (MCR.002.020/021)
","ENC: DW-COMMON-S.CLM-HP-ID
""9"" FILL (default if not present)

IF DW-COMMON-S.CLM-HP-ID GT $SPACES                           
  IF DW-COMMON-S.CLM-HP-ID EQ '079999'  :DHS BHS              
    SET HDR-CLAIM-REC.CHDR-PLAN-ID-NUM = DW-COMMON-S.HP-ID    
    IF ORT.REPORTING                                          
      DO Z000-ORT-HP-CNT                                      
    ENDIF                                                     
  ELSE                                                        
    SET HDR-CLAIM-REC.CHDR-PLAN-ID-NUM = DW-COMMON-S.CLM-HP-ID
  ENDIF                                                       
ELSE                                                          
  SET HDR-CLAIM-REC.CHDR-PLAN-ID-NUM = '999999999999'         
ENDIF                                                         

CLM: ""8"" FILL (not applicable)
",Live Data Transmission,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMMON-S,CLM-HP-ID,Conditional,CI,Claim Impatient,CIP130,V3,No Change,CIP130,TRUE,MMIS,DW-COMMON-S,CLM-HP-ID,"ENC: DW-COMMON-S.CLM-HP-ID
""9"" FILL (default if not present)

IF DW-COMMON-S.CLM-HP-ID GT $SPACES                           
  IF DW-COMMON-S.CLM-HP-ID EQ '079999'  :DHS BHS              
    SET HDR-CLAIM-REC.CHDR-PLAN-ID-NUM = DW-COMMON-S.HP-ID    
    IF ORT.REPORTING                                          
      DO Z000-ORT-HP-CNT                                      
    ENDIF                                                     
  ELSE                                                        
    SET HDR-CLAIM-REC.CHDR-PLAN-ID-NUM = DW-COMMON-S.CLM-HP-ID
  ENDIF                                                       
ELSE                                                          
  SET HDR-CLAIM-REC.CHDR-PLAN-ID-NUM = '999999999999'         
ENDIF                                                         

CLM: ""8"" FILL (not applicable)
",TRUE
HPMMIS,TMSIS v3.0,CLAIM-HEADER-RECORD-IP,PROCEDURE-CODE-1,Procedure Code 1,"A procedure code based on ICD-9 and ICD-10 used by the state to identify the procedures performed during the hospital stay referenced by this claim. The principal procedure and related info should be recorded in Procedure Code1, Procedure Code Date-1, and Procedure Code Flag 1.   The principal procedure is performed for definitive 
treatment rather than for diagnostic or exploratory purposes. It is closely related to either the principal diagnosis or to complications that arise during other treatments.  Use Procedure Code 2 through Procedure Code 6 (and related data elements) to record secondary, tertiary, etc. procedures.",Varchar,,,,,,,,,307,314,X(8),,,"1. When populated, there must be a corresponding Procedure Code Flag
2. If associated Procedure Code Flag List (VVL) value indicates an ICD-9-CM encoding '02', then value must be a valid ICD-9-CM procedure code
3. If associated Procedure Code Flag List (VVL) value indicates an ICD-10-CM encoding '07', then value must be a valid ICD-10-CM procedure code
4. If associated Procedure Code Flag List (VVL) value indicates an ""Other"" encoding '10-87', then State must provide T-MSIS system with State-specific procedure code list, and value must be a valid State-specific procedure code
5. Value must be 8 characters or less
6. Value must be in Procedure Code List (VVL)
7. Conditional","""8"" FILL (default if not present)

Note: If present, a Procedure Code at the header level will be either an ICD-9 or ICD-10 Code and not a HCPCS Code.",CSMO code Value,,N,"TMSIS - 2019 Hawaii Source to Target Mapping Matrix.xlsx (sharepoint.com) , Data Guide from TMSIS Website Data Guide (medicaid.gov) ",MMIS,DW-COMMON-S,PROC-CD-1,Conditional,CI,Claim Impatient,CIP070,V3,No Change,CIP070,TRUE,MMIS,DW-COMMON-S,PROC-CD-1,"""8"" FILL (default if not present)

Note: If present, a Procedure Code at the header level will be either an ICD-9 or ICD-10 Code and not a HCPCS Code.",TRUE
