Source,Source File,Table Name,Column,,Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,Foreign Key Column,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Precision,Comment,Valid Values,Column Order,Lineage,GAP,Findings
CMS_MMA,Response File,SRF,Valid_Records_in_State_File,,The total number of valid DET and LIS records in the State file. This count excludes PRO records.,NUM,,,,,,,,,56,63,8,,,,Live Data Transmission,8,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,Invalid_Records_in_State_File,,The total number of invalid DET and LIS records in the State file. This count excludes PRO records.,NUM,,,,,,,,,64,71,8,,,,Live Data Transmission,9,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,Matched_Records_in_State_File,,The total number of DET and LIS records in the files that are successfully matched to a beneficiary on the Active Medicare Beneficiary Database. This count excludes PRO records.,NUM,,,,,,,,,72,79,8,,,,Live Data Transmission,10,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,Not_Matched_Records_in_State_File,,The total number of DET and LIS records in the files that are not matched to a beneficiary on the Active Medicare Beneficiary Database. This count excludes PRO records.,NUM,,,,,,,,,80,87,8,,,,Live Data Transmission,11,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,File_Create_Month,,Month the file is created.,NUM,,,,,,,,,88,89,2,,,,Live Data Transmission,12,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,File_Create_Year,,Year the file is created.,NUM,,,,,,,,,90,93,4,,,,Live Data Transmission,13,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,Filler,,Filler,CHAR,,,,,,,,,94,115,22,,,,Live Data Transmission,14,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,Record_Identification_Code,,A copy of the header record in the incoming file is displayed in positions 116-295.,CHAR,,,,,,,,,116,118,3,,,,Live Data Transmission,15,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,State_Code,,"US Postal Service State Abbreviation.
See Table 15-3, State Codes.",CHAR,,,,,,,,,119,120,2,,,,Live Data Transmission,16,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,Create_Month,,The month that the MMA Request file is created.,NUM,,,,,,,,,121,122,2,,,,Live Data Transmission,17,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,Create_Year,,The year that the MMA Request file is created.,NUM,,,,,,,,,123,126,4,,,,Live Data Transmission,18,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,Filler,,Filler,CHAR,,,,,,,,,127,295,169,,,,Live Data Transmission,19,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,SRF,Filler,,Filler,CHAR,,,,,,,,,296,4000,3705,,,,Live Data Transmission,20,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Record_Identification_Code,,Monthly Summary Record identification code,CHAR,,,,,,,,,1,3,3,,,,Live Data Transmission,1,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,State_Code,,"US Postal Service State Abbreviation.
See Table 15-3, State Codes.",CHAR,,,,,,,,,4,5,2,,,,Live Data Transmission,2,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,File_Process_Timestamp,,The exact time that the MMA Request file is processed.,CHAR,CCYY-MM-DD-hh.mm.ss.nnnnnn.,,,,,,,,6,31,26,,,"CCYY – Year.
MM – Month.
DD – Day.
hh – Hour.
mm – Minute.
ss – Second.
nnnnnn – Microsecond.",Live Data Transmission,3,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,File_Create_Month,,The month that the MMA Request file is created.,NUM,,,,,,,,,32,33,2,,,,Live Data Transmission,4,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,File_Create_Year,,The year that the MMA Request file is created.,NUM,,,,,,,,,34,37,4,,,,Live Data Transmission,5,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Eligibility_Month,,Month for applicable Medicaid eligibility.,NUM,,,,,,,,,38,39,2,,,,Live Data Transmission,6,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Eligibility_Year,,Year for applicable Medicaid eligibility.,NUM,,,,,,,,,40,43,4,,,,Live Data Transmission,7,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Calculation_Switch,,"Y – The enrollment and disenrollment count for this Eligibility Month/Year have been included in the clawback counts.
Note: Eligibility Month/Year less than 1/1/2006 was never included in clawback count. Records older than 36 months are now rejected so entry will always be ‘Y’.",CHAR,,,,,,,,,44,,1,,,,Y,8,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Total_Valid_Records,,The total number of valid DET records for this Eligibility Month/Year. This count does not include PRO records.,NUM,,,,,,,,,45,52,8,,,,Live Data Transmission,9,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Total_Valid_Full_Dual_Records,,"The total number of valid full dual beneficiary records.

This count does not include PRO records.",NUM,,,,,,,,,53,60,8,,,,Live Data Transmission,10,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Total_Valid_Non-Full_Dual_Records,,The total number of valid non-full dual beneficiary records. This count does not include PRO records.,NUM,,,,,,,,,61,68,8,,,,Live Data Transmission,11,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Net_Total_Valid_Full_Dual_Enrollments,,"The net total number of valid Full Dual Eligible enrollments counted for this Eligibility Month/Year.
This count does not include PRO records.",NUM,,,,,,,,,69,76,8,,,,Live Data Transmission,12,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Net_Total_Valid_Full_Dual_Disenrollments,,The net total number of valid Full Dual Eligible disenrollments counted for this Eligibility Month/Year. This count does not include PRO records.,NUM,,,,,,,,,77,84,8,,,,Live Data Transmission,13,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
CMS_MMA,Response File,MSM,Filler,,Spaces.,CHAR,,,,,,,,,85,4000,3916,,,,Live Data Transmission,14,,N,"HAP-UH-WIP_Unified ICD_v20230508 document
MMA Req and Resp files detail record layout document"
